transaction_id,client_id,timestamp
102451,4437881329816092,2024-01-19T08:13:18
102460,4666723706961731,2024-01-19T08:16:28
102468,4427640983414590,2024-01-19T08:18:21
102475,4692836857025417,2024-01-19T08:20:13
102509,4930988563489411,2024-01-19T08:28:23
102535,4992695962526009,2024-01-19T08:36:34
102549,4183934808024468,2024-01-19T08:40:44
102552,4910748220696855,2024-01-19T08:41:21
102592,4397818619742214,2024-01-19T08:51:43
102636,4601606453396466,2024-01-19T09:02:58
102642,4864382187129050,2024-01-19T09:03:42
102648,4324421756933890,2024-01-19T09:05:03
102669,4185373451908511,2024-01-19T09:10:44
102680,4406590606962944,2024-01-19T09:14:03
102724,4449906151022281,2024-01-19T09:25:51
102732,4330535653281459,2024-01-19T09:27:42
102751,4714819317169680,2024-01-19T09:33:34
102784,4183031463895793,2024-01-19T09:41:55
102850,4353753075249739,2024-01-19T10:00:23
102873,4472384681023320,2024-01-19T10:07:23
102900,4249776500720303,2024-01-19T10:15:25
102902,4119028638945023,2024-01-19T10:16:17
102923,4447241706149625,2024-01-19T10:21:35
102932,4236979008230404,2024-01-19T10:24:46
102934,4817385753236595,2024-01-19T10:25:22
102950,4050415592246558,2024-01-19T10:29:57
102975,4475100955418054,2024-01-19T10:37:37
102992,4786041469830653,2024-01-19T10:42:16
103012,4562190934995292,2024-01-19T10:47:14
103040,4457041930108935,2024-01-19T10:53:30
103045,4391000897396387,2024-01-19T10:54:52
103067,4652216906678292,2024-01-19T11:01:29
103071,4022877595861656,2024-01-19T11:02:44
103086,4179369914228248,2024-01-19T11:06:43
103089,4038889753210271,2024-01-19T11:07:50
103116,4628588606530481,2024-01-19T11:15:18
103128,4263437151893144,2024-01-19T11:19:07
103147,4397146202516732,2024-01-19T11:23:36
103170,4043482523889799,2024-01-19T11:29:43
103186,4577338263228974,2024-01-19T11:33:19
103207,4340089902996424,2024-01-19T11:38:57
103221,4965425306395694,2024-01-19T11:43:05
103229,4724049229873892,2024-01-19T11:44:58
103232,4562190934995292,2024-01-19T11:45:31
103233,4975217894689002,2024-01-19T11:45:50
103236,4902802862901667,2024-01-19T11:46:48
103245,4303860698359695,2024-01-19T11:49:03
103267,4037504349324970,2024-01-19T11:55:56
103273,4429596337569497,2024-01-19T11:57:09
103278,4126691129525603,2024-01-19T11:58:28
103298,4517966638747469,2024-01-19T12:03:17
103305,4168362046219311,2024-01-19T12:04:53
103309,4807263169963403,2024-01-19T12:06:14
103312,4681540025886212,2024-01-19T12:07:08
103315,4853318857123737,2024-01-19T12:07:40
103321,4234989201380858,2024-01-19T12:09:30
103342,4026084862895261,2024-01-19T12:15:16
103357,4489492504194292,2024-01-19T12:19:49
103359,4891267415769800,2024-01-19T12:20:02
103364,4708151778136034,2024-01-19T12:21:27
103376,4608720787737825,2024-01-19T12:23:34
103377,4771027567657616,2024-01-19T12:23:54
103400,4659492169111254,2024-01-19T12:29:37
103440,4225202907351939,2024-01-19T12:38:46
103451,4476370762871733,2024-01-19T12:41:45
10346,4634567276164716,2024-01-02T20:30:45
103466,4756651153469356,2024-01-19T12:45:15
103470,4817311018972345,2024-01-19T12:46:39
103481,4964965109956037,2024-01-19T12:49:22
103496,4748237600795709,2024-01-19T12:53:19
103499,4485357233675057,2024-01-19T12:54:04
103502,4328055373704445,2024-01-19T12:54:48
103509,4108710245886541,2024-01-19T12:56:55
103516,4554030274921716,2024-01-19T12:58:36
103518,4401952361554313,2024-01-19T12:59:17
103532,4314474621756543,2024-01-19T13:02:46
103546,4375906530482618,2024-01-19T13:05:55
103554,4177432005061415,2024-01-19T13:07:27
103600,4974040272130683,2024-01-19T13:18:33
103612,4183338565847683,2024-01-19T13:21:23
103632,4522992177133542,2024-01-19T13:27:03
103655,4191011749594956,2024-01-19T13:33:31
103665,4514693839493098,2024-01-19T13:37:01
103667,4660330446097440,2024-01-19T13:37:39
103678,4840423411859671,2024-01-19T13:40:20
103687,4150360627927906,2024-01-19T13:42:22
103695,4392078511994000,2024-01-19T13:43:38
103708,4902967766481759,2024-01-19T13:46:51
103719,4876436279783079,2024-01-19T13:49:27
103736,4756906285282881,2024-01-19T13:54:57
103757,4473701362866561,2024-01-19T14:00:27
103772,4715238853908618,2024-01-19T14:04:09
103782,4664221361829519,2024-01-19T14:06:03
103790,4115209228991148,2024-01-19T14:07:53
103797,4781260903940259,2024-01-19T14:09:09
103803,4987342236770108,2024-01-19T14:10:33
103832,4126691129525603,2024-01-19T14:16:42
103881,4505045348385169,2024-01-19T14:30:02
103883,4164264381548003,2024-01-19T14:30:33
103895,4214090336905679,2024-01-19T14:33:07
103904,4503837676285983,2024-01-19T14:35:17
10393,4119028638945023,2024-01-02T20:43:03
103935,4225202907351939,2024-01-19T14:43:59
103973,4434260830821888,2024-01-19T14:52:27
103976,4330535653281459,2024-01-19T14:52:49
103995,4572263749659755,2024-01-19T14:57:56
104015,4234822040176536,2024-01-19T15:02:48
104016,4619876738183670,2024-01-19T15:03:18
104061,4514693839493098,2024-01-19T15:15:11
104075,4258124098758724,2024-01-19T15:18:18
104090,4365881129710319,2024-01-19T15:21:58
104100,4978304530989355,2024-01-19T15:24:47
104129,4406223153245790,2024-01-19T15:32:36
104207,4315710422848545,2024-01-19T15:54:40
104266,4668874253500188,2024-01-19T16:09:40
104288,4043482523889799,2024-01-19T16:15:32
104292,4846392335445673,2024-01-19T16:16:45
104299,4911110012733538,2024-01-19T16:18:37
104303,4302733953981720,2024-01-19T16:19:27
10432,4900088389304930,2024-01-02T20:52:54
104334,4401952361554313,2024-01-19T16:26:10
104339,4956681227546788,2024-01-19T16:27:36
104352,4260042513364421,2024-01-19T16:30:57
104372,4821675005013758,2024-01-19T16:35:54
104379,4926772912686471,2024-01-19T16:37:30
104413,4329881049367393,2024-01-19T16:45:55
104442,4005397429250647,2024-01-19T16:52:46
104463,4320984678131400,2024-01-19T16:57:40
104464,4177432005061415,2024-01-19T16:57:56
104466,4096569168222157,2024-01-19T16:58:19
104467,4575854710192276,2024-01-19T16:58:44
104503,4754523235038107,2024-01-19T17:08:12
104554,4319836568387463,2024-01-19T17:20:48
104575,4391000897396387,2024-01-19T17:26:04
104618,4076580093207522,2024-01-19T17:36:49
104652,4720698984495855,2024-01-19T17:45:28
104667,4230481989173287,2024-01-19T17:49:33
104688,4234817405845915,2024-01-19T17:55:30
104689,4268540240633770,2024-01-19T17:55:37
104697,4446010900528798,2024-01-19T17:57:18
104708,4512919791295219,2024-01-19T17:59:48
104717,4442323116925938,2024-01-19T18:01:56
104727,4159589531552399,2024-01-19T18:04:23
104733,4570557579240483,2024-01-19T18:06:11
104735,4168785726131861,2024-01-19T18:06:34
104767,4724705860760900,2024-01-19T18:16:01
104773,4011231523255545,2024-01-19T18:17:12
104776,4777090206533956,2024-01-19T18:17:41
104780,4697538525351598,2024-01-19T18:19:16
104796,4255635740060949,2024-01-19T18:23:22
104801,4822540002568478,2024-01-19T18:24:00
104805,4834584160471071,2024-01-19T18:25:20
104814,4088593612745043,2024-01-19T18:27:54
104818,4629142677497490,2024-01-19T18:28:50
104823,4039292757782396,2024-01-19T18:30:30
104868,4154142000360004,2024-01-19T18:43:20
104873,4311641485345133,2024-01-19T18:44:03
104890,4115209228991148,2024-01-19T18:48:47
104894,4027372423955016,2024-01-19T18:49:54
104909,4093774859294217,2024-01-19T18:54:20
104916,4309007999217651,2024-01-19T18:56:29
104928,4105642285324914,2024-01-19T18:59:53
104929,4234822040176536,2024-01-19T19:00:03
104961,4491386483253002,2024-01-19T19:08:15
104974,4126691129525603,2024-01-19T19:10:37
104975,4631299083786027,2024-01-19T19:11:06
104978,4071190246160639,2024-01-19T19:11:53
104981,4259708747802716,2024-01-19T19:12:12
105000,4057961486677716,2024-01-19T19:17:20
105007,4930988563489411,2024-01-19T19:18:54
105017,4009156007911954,2024-01-19T19:21:49
105036,4650488899780151,2024-01-19T19:25:46
105038,4054436874811733,2024-01-19T19:26:04
105055,4774751078946591,2024-01-19T19:29:15
105075,4124052784818704,2024-01-19T19:35:34
105086,4547755868399925,2024-01-19T19:38:13
105089,4155381678231241,2024-01-19T19:38:55
105097,4095105852158885,2024-01-19T19:41:33
105132,4931179705482758,2024-01-19T19:50:46
105145,4071010062982629,2024-01-19T19:53:46
105148,4823997063511350,2024-01-19T19:54:51
105164,4136272771689464,2024-01-19T19:58:40
105171,4821675005013758,2024-01-19T20:00:02
105175,4893552158064826,2024-01-19T20:01:08
105181,4876676295117303,2024-01-19T20:03:00
105182,4007363623990162,2024-01-19T20:03:26
105189,4528825086316192,2024-01-19T20:04:52
105190,4482454816337198,2024-01-19T20:05:14
105196,4885349780597426,2024-01-19T20:06:32
105207,4479899706242558,2024-01-19T20:09:10
105208,4306404126194304,2024-01-19T20:09:27
105209,4282302008588528,2024-01-19T20:09:41
105210,4980191427334449,2024-01-19T20:09:50
105211,4367457967571051,2024-01-19T20:09:58
105212,4980191427334449,2024-01-19T20:10:18
105213,4365881129710319,2024-01-19T20:10:20
105214,4599050157301809,2024-01-19T20:10:38
105215,4608720787737825,2024-01-19T20:11:01
105216,4062787222030370,2024-01-19T20:11:25
105217,4864503097661961,2024-01-19T20:11:54
105218,4069405021853529,2024-01-19T20:11:56
105219,4428125340851527,2024-01-19T20:12:22
105220,4331743204745472,2024-01-19T20:12:52
105221,4650488899780151,2024-01-19T20:13:00
105222,4244364024932160,2024-01-19T20:13:09
105223,4710031461888941,2024-01-19T20:13:18
105224,4659688695267011,2024-01-19T20:13:24
105225,4367457967571051,2024-01-19T20:13:36
105226,4440132351948444,2024-01-19T20:13:53
105227,4365881129710319,2024-01-19T20:14:13
105228,4277676860904510,2024-01-19T20:14:32
105229,4528825086316192,2024-01-19T20:15:01
105230,4659688695267011,2024-01-19T20:15:27
105231,4367457967571051,2024-01-19T20:15:52
105232,4282302008588528,2024-01-19T20:15:58
105233,4126691129525603,2024-01-19T20:16:06
105234,4594270277681238,2024-01-19T20:16:21
105235,4246332278042760,2024-01-19T20:16:49
105236,4278743980438818,2024-01-19T20:16:50
105237,4069405021853529,2024-01-19T20:17:13
105238,4428125340851527,2024-01-19T20:17:15
105240,4187402035070312,2024-01-19T20:17:53
105241,4864503097661961,2024-01-19T20:18:16
105242,4814013122983860,2024-01-19T20:18:30
105243,4069405021853529,2024-01-19T20:18:37
105244,4074369015354022,2024-01-19T20:18:58
105245,4834584160471071,2024-01-19T20:19:20
105246,4119028638945023,2024-01-19T20:19:38
105247,4005397429250647,2024-01-19T20:19:41
105248,4228819726010334,2024-01-19T20:19:44
105249,4482454816337198,2024-01-19T20:20:10
105250,4707414886371450,2024-01-19T20:20:35
105251,4333274704613638,2024-01-19T20:20:52
105252,4168362046219311,2024-01-19T20:20:57
105253,4109344572520439,2024-01-19T20:21:17
105254,4640825813052402,2024-01-19T20:21:24
105255,4039292757782396,2024-01-19T20:21:46
105256,4119028638945023,2024-01-19T20:22:09
105257,4183934808024468,2024-01-19T20:22:21
105258,4661067444976220,2024-01-19T20:22:38
105259,4608720787737825,2024-01-19T20:22:59
105273,4187232823719741,2024-01-19T20:26:07
105276,4276261680154157,2024-01-19T20:27:03
105282,4113290478448015,2024-01-19T20:28:41
105300,4738318060732507,2024-01-19T20:33:11
105310,4482454816337198,2024-01-19T20:36:18
105314,4331743204745472,2024-01-19T20:37:32
105317,4337406536864155,2024-01-19T20:38:32
105323,4121326105105956,2024-01-19T20:39:37
105327,4560907316501741,2024-01-19T20:40:46
105330,4115209228991148,2024-01-19T20:41:46
105331,4115209228991148,2024-01-19T20:42:12
105350,4282302008588528,2024-01-19T20:46:51
105364,4361868504370144,2024-01-19T20:50:05
105372,4659688695267011,2024-01-19T20:51:57
105379,4093313223943173,2024-01-19T20:53:36
105383,4748237600795709,2024-01-19T20:54:41
105395,4153032831756739,2024-01-19T20:57:20
105398,4989541888375516,2024-01-19T20:58:02
105404,4547755868399925,2024-01-19T20:59:32
105428,4085620157886859,2024-01-19T21:05:28
105460,4071010062982629,2024-01-19T21:13:53
105498,4367457967571051,2024-01-19T21:23:50
105518,4301167084630263,2024-01-19T21:28:47
105523,4512919791295219,2024-01-19T21:30:20
105527,4659688695267011,2024-01-19T21:31:23
105547,4113290478448015,2024-01-19T21:36:51
105549,4217539495535682,2024-01-19T21:37:26
105550,4335829147665657,2024-01-19T21:37:36
105575,4187402035070312,2024-01-19T21:44:21
105586,4417758042062622,2024-01-19T21:47:01
105601,4340089902996424,2024-01-19T21:51:41
105615,4952214539606423,2024-01-19T21:54:38
105638,4746264094854414,2024-01-19T22:00:01
105642,4528825086316192,2024-01-19T22:00:28
105643,4730983929642144,2024-01-19T22:00:45
105648,4367457967571051,2024-01-19T22:02:20
105656,4677529513650517,2024-01-19T22:04:29
105671,4278743980438818,2024-01-19T22:08:04
105683,4074369015354022,2024-01-19T22:11:15
105690,4661558941949751,2024-01-19T22:13:11
105744,4694307532140896,2024-01-19T22:26:52
105773,4074369015354022,2024-01-19T22:34:18
105784,4618830690916396,2024-01-19T22:37:33
105792,4810937095534280,2024-01-19T22:39:49
105804,4428841274088940,2024-01-19T22:43:35
105805,4105642285324914,2024-01-19T22:43:36
105807,4771027567657616,2024-01-19T22:43:56
105811,4759404186671730,2024-01-19T22:45:19
105813,4860133728355140,2024-01-19T22:46:00
105831,4437881329816092,2024-01-19T22:50:16
10584,4550988181925290,2024-01-02T21:33:04
105843,4252667307852015,2024-01-19T22:53:36
105851,4241325531430090,2024-01-19T22:55:02
105858,4183113120685542,2024-01-19T22:56:42
105869,4725435752210207,2024-01-19T22:59:11
105887,4400790160142471,2024-01-19T23:03:28
105889,4005397429250647,2024-01-19T23:03:42
105895,4659688695267011,2024-01-19T23:05:25
105924,4969829236770973,2024-01-19T23:13:41
105969,4349398553128059,2024-01-19T23:26:18
106008,4073817752490327,2024-01-19T23:36:17
106013,4496582625824305,2024-01-19T23:37:24
106033,4661067444976220,2024-01-19T23:42:14
106041,4762048420954405,2024-01-19T23:44:01
106042,4765992607903684,2024-01-19T23:44:07
106043,4652216906678292,2024-01-19T23:44:16
106047,4689308826760545,2024-01-19T23:44:53
106055,4365191117242816,2024-01-19T23:47:05
106070,4183513376059534,2024-01-19T23:50:07
106090,4607455033454344,2024-01-19T23:56:47
10610,4785895083194080,2024-01-02T21:40:42
106104,4522992177133542,2024-01-19T23:59:49
106117,4361311290965124,2024-01-20T00:02:35
106118,4426893383343148,2024-01-20T00:02:54
106126,4657277302562667,2024-01-20T00:04:51
106131,4228819726010334,2024-01-20T00:06:12
106149,4991948395218459,2024-01-20T00:11:03
106154,4806983234525066,2024-01-20T00:12:08
106205,4026084862895261,2024-01-20T00:24:06
106216,4832618975422432,2024-01-20T00:27:05
106258,4329881049367393,2024-01-20T00:37:13
106273,4183934808024468,2024-01-20T00:41:05
106285,4479899706242558,2024-01-20T00:43:59
106302,4440700350368788,2024-01-20T00:48:49
106308,4780804271728902,2024-01-20T00:49:58
106318,4551436445925531,2024-01-20T00:52:17
106322,4207479482217709,2024-01-20T00:53:25
106323,4634089700315970,2024-01-20T00:53:31
10633,4650795795023100,2024-01-02T21:47:24
106342,4144526527104478,2024-01-20T00:57:30
106362,4018926326483797,2024-01-20T01:02:49
106366,4217539495535682,2024-01-20T01:04:08
106379,4724705860760900,2024-01-20T01:06:59
106388,4534830934208478,2024-01-20T01:09:34
106393,4313740219963795,2024-01-20T01:10:24
106415,4817311018972345,2024-01-20T01:16:25
106429,4446875237836019,2024-01-20T01:18:39
106443,4559722197617901,2024-01-20T01:22:56
106457,4168785726131861,2024-01-20T01:26:58
106465,4885349780597426,2024-01-20T01:28:20
106480,4467121153418522,2024-01-20T01:32:54
106484,4480450198545772,2024-01-20T01:34:26
106486,4987342236770108,2024-01-20T01:35:06
106487,4076580093207522,2024-01-20T01:35:26
106500,4607455033454344,2024-01-20T01:38:50
106551,4121326105105956,2024-01-20T01:52:38
106559,4225202907351939,2024-01-20T01:54:42
106574,4064741935834428,2024-01-20T01:58:01
106598,4636065093311410,2024-01-20T02:04:36
106606,4821981709228373,2024-01-20T02:06:25
106611,4437881329816092,2024-01-20T02:07:40
10663,4361868504370144,2024-01-02T21:54:24
106648,4009156007911954,2024-01-20T02:19:08
106664,4330535653281459,2024-01-20T02:22:26
106673,4192545698216995,2024-01-20T02:24:27
106687,4708947223465427,2024-01-20T02:27:45
106705,4986365957237933,2024-01-20T02:32:45
106711,4413271907779045,2024-01-20T02:34:06
106780,4419230959678921,2024-01-20T02:52:37
106785,4742218192254210,2024-01-20T02:54:07
106790,4050006777353234,2024-01-20T02:55:36
106819,4476764662940483,2024-01-20T03:04:13
106821,4814013122983860,2024-01-20T03:04:51
106823,4786077038829354,2024-01-20T03:05:06
106835,4179519105007617,2024-01-20T03:07:07
106861,4690169965345044,2024-01-20T03:13:10
106873,4018926326483797,2024-01-20T03:15:13
106875,4755316864926737,2024-01-20T03:15:57
106899,4475032511191273,2024-01-20T03:20:57
106900,4318253548818677,2024-01-20T03:21:05
106908,4692836857025417,2024-01-20T03:23:36
106947,4989541888375516,2024-01-20T03:34:18
106950,4902967766481759,2024-01-20T03:35:10
106970,4621598568993236,2024-01-20T03:39:44
106988,4661558941949751,2024-01-20T03:45:10
106996,4162551672612197,2024-01-20T03:46:55
107024,4263654010257903,2024-01-20T03:53:39
107039,4494798458918996,2024-01-20T03:57:00
107040,4511207509216474,2024-01-20T03:57:04
107042,4974040272130683,2024-01-20T03:57:33
107053,4900088389304930,2024-01-20T04:01:18
107057,4668874253500188,2024-01-20T04:02:05
107082,4876436279783079,2024-01-20T04:08:00
107096,4783000904136202,2024-01-20T04:12:04
107106,4257680611903346,2024-01-20T04:15:37
107123,4539709765505878,2024-01-20T04:19:17
107124,4365881129710319,2024-01-20T04:19:43
107150,4153032831756739,2024-01-20T04:26:12
107193,4105642285324914,2024-01-20T04:37:52
107207,4821675005013758,2024-01-20T04:42:11
107216,4356476157042965,2024-01-20T04:45:08
107218,4004241989218365,2024-01-20T04:45:38
107221,4539883298490484,2024-01-20T04:46:41
107232,4669325580216245,2024-01-20T04:49:55
107254,4834584160471071,2024-01-20T04:56:34
107262,4214090336905679,2024-01-20T04:58:28
107288,4619876738183670,2024-01-20T05:05:19
107320,4759404186671730,2024-01-20T05:14:22
107323,4762048420954405,2024-01-20T05:14:47
107324,4069405021853529,2024-01-20T05:14:51
107325,4244364024932160,2024-01-20T05:14:53
107326,4159589531552399,2024-01-20T05:15:13
107327,4714960349516264,2024-01-20T05:15:26
107328,4931179705482758,2024-01-20T05:15:46
107355,4585741851642383,2024-01-20T05:22:42
107372,4106825202684184,2024-01-20T05:27:05
107379,4113412880613503,2024-01-20T05:28:52
107388,4406223153245790,2024-01-20T05:31:25
107398,4987342236770108,2024-01-20T05:33:42
10740,4468178308930925,2024-01-02T22:13:46
107435,4756906285282881,2024-01-20T05:42:59
107436,4747371817078103,2024-01-20T05:43:01
107442,4720853029349894,2024-01-20T05:44:29
107446,4900409583780123,2024-01-20T05:45:34
107448,4795041423668743,2024-01-20T05:45:57
107455,4045807208125614,2024-01-20T05:48:05
107476,4255910952615288,2024-01-20T05:53:03
107573,4924631765227753,2024-01-20T06:18:11
107611,4256666479486343,2024-01-20T06:28:19
107613,4549240653102493,2024-01-20T06:28:46
107619,4465357841792546,2024-01-20T06:30:34
107634,4329881049367393,2024-01-20T06:34:35
107650,4619876738183670,2024-01-20T06:39:10
107663,4018926326483797,2024-01-20T06:42:14
107714,4127427548008031,2024-01-20T06:57:07
107750,4861442010447831,2024-01-20T07:05:44
10776,4476764662940483,2024-01-02T22:24:44
107770,4563033163342050,2024-01-20T07:11:46
107771,4117982084174946,2024-01-20T07:12:16
107779,4401952361554313,2024-01-20T07:14:43
107784,4380871206128023,2024-01-20T07:16:01
107789,4778155518699479,2024-01-20T07:17:29
10779,4476764662940483,2024-01-02T22:25:28
