client_id,ssn_id
4183031463895793,486-03-8749
4183113120685542,877-69-0869
4183338565847683,584-22-0474
4183513376059534,196-85-4756
4183934808024468,406-03-4444
4184376544073673,486-55-3071
4184446510747343,595-62-9124
4184511639847108,289-97-5155
4184674367293257,490-01-3516
4185373451908511,390-41-9662
4185643022952598,678-08-1215
4187232823719741,732-16-3697
4187402035070312,187-69-3605
4187593819180556,316-19-1824
4189084919340470,202-53-0968
4190352822415748,192-74-3167
4190361764358014,799-96-1423
4190957192290123,649-06-3576
4191011749594956,007-21-3692
4192545698216995,686-69-7528
4192633120470420,752-60-2760
4194773486993140,350-26-7110
4195155212669542,720-20-1461
4197132894623475,170-08-1981
4197629111094133,248-50-0838
4198435702368020,828-89-6704
4198678616534605,255-23-1420
4199434405038765,892-70-1413
4199691491495296,763-56-3057
4204025636837885,115-71-7127
4204424879415824,013-52-1723
4205234009766569,488-71-1308
4205354721885800,046-44-9228
4207004847922643,854-05-5973
4207479482217709,588-72-6131
4209134795306727,523-26-0627
4209484694165579,606-95-0925
4211897093277784,047-50-1512
4212124654788516,331-11-7861
4212264380783686,447-56-1281
4213086870020132,705-07-3621
4213604957485018,007-67-7648
4214090336905679,422-39-0922
4217043325536838,331-11-7861
4217441680542922,819-41-7397
4217539495535682,081-60-0170
4217903695633236,009-92-8548
4218672039256249,386-67-0607
4219810616185956,258-30-3325
4220751475718676,069-86-0949
4223709762335098,449-89-6490
4224355645829946,743-32-4432
4225202907351939,087-57-4124
4225384545849506,275-80-5641
4225715906196864,674-55-0856
4226175679056069,144-42-0185
4226181576519233,429-60-7472
4226807399808672,867-71-3947
4227033032561649,397-02-6769
4227838052408491,176-66-0948
4228819726010334,312-54-1556
4229918599611563,766-74-5813
4230120200306785,168-06-1219
4230180658940568,339-11-1314
4230481989173287,706-62-2126
4230844775781425,647-09-4082
4231495542541615,711-94-8837
4232068116091637,021-11-4245
4232351883781584,727-96-5590
4232724172320142,553-77-0734
4233581979009693,038-26-9218
4233771527858408,545-32-9380
4233836617906514,447-56-1281
4234817405845915,374-01-7959
4234822040176536,329-34-3572
4234989201380858,475-83-3392
4235144196870724,357-58-3796
4235720212202008,448-36-8300
4236852246619920,180-53-1730
4236979008230404,638-59-3457
4238126549448065,775-62-3545
4238141791902511,436-95-3944
4238865748577162,337-27-2134
4240266747309945,130-06-4120
4240526251756975,468-28-8197
4241012461055556,763-72-7747
4241325531430090,620-76-2334
4241552215943508,745-95-4715
4243609700137810,592-61-6419
4243736905160279,869-62-0019
4244276967777792,473-60-8324
4244364024932160,287-56-0258
4244547648522926,124-19-5942
4244641820688173,456-28-7470
4245418027410514,233-70-7289
4246332278042760,090-76-6108
4247680303993426,793-11-5313
4249059554581511,612-78-0833
4249259022470962,599-50-1660
4249776500720303,246-71-9425
4251668852643586,517-58-8928
4252667307852015,694-09-2851
4252827768167010,100-66-5374
4253306676030635,737-84-5761
4253699305084902,623-82-8089
4254464364160328,763-07-8239
4255154651936014,800-34-9134
4255635740060949,528-25-4387
4255910952615288,626-46-1584
4256058147191408,489-71-4520
4256597387335233,485-38-4199
4256666479486343,124-33-3870
4257299891912156,853-79-2993
4257680611903346,131-93-1846
4257860362540808,777-48-2105
4257883667668843,354-81-3055
4258124098758724,587-37-3429
4259708747802716,391-73-7215
4260042513364421,102-10-0633
4260251687526257,692-84-0484
4260868679964558,550-94-0042
4261280751216585,518-96-4754
4261541080564148,401-89-8706
4263188782777608,386-47-2979
4263437151893144,635-50-2988
4263461073849547,688-83-0546
4263654010257903,866-71-1704
4263786783320052,501-81-6482
4264257864138556,341-81-4615
4264273462760196,211-24-4469
4264766619629891,152-10-8481
4265876508756694,668-62-4814
4266584141147805,028-56-7750
4268540240633770,620-86-4124
4269090833076986,573-57-9008
4269798583121311,743-32-4432
4271457860149836,400-63-8355
4271776129532049,233-98-1444
4271806958596649,266-16-0042
4272263332789848,806-02-9349
4274910422588252,409-10-6533
4276261680154157,611-45-0208
4276780407434360,387-72-0418
4277614195288184,823-41-5998
4277676860904510,080-71-2079
4278743980438818,745-03-8217
4278759780583975,232-33-5461
4279690027500416,834-91-6959
4279704832241403,585-18-2426
4280242183162420,466-31-9344
4281436553284462,708-21-4221
4281636084359861,656-53-3945
4282302008588528,576-88-6994
4282560001538788,654-47-5030
4283515391560064,230-03-5262
4284093895336463,240-68-7712
4287532612449528,370-09-2334
4288920333681454,319-14-1133
4289558068356691,423-63-5684
4290352112471160,342-18-7141
4290541749145698,755-64-1769
4290816588770966,858-97-0806
4290950769528818,068-77-3274
4291102286594639,023-41-1627
4292860068242706,323-42-7910
4294516568217782,704-45-4864
4296533944186795,598-16-5838
4296656041101993,735-89-4630
4297130158974641,096-89-9972
4301167084630263,072-68-7837
4302654745313479,502-48-9524
4302733953981720,552-29-0349
4303860698359695,125-31-5320
4304004315787876,722-16-2933
4304063113458601,061-84-4180
4305356709587604,510-43-5587
4305556936773089,008-20-0093
4306404126194304,438-24-5529
4306962156510079,036-16-6792
4307025718766461,507-86-0241
4308232502956956,118-15-2319
4308295250712814,445-52-5588
4308368744812944,496-74-4452
4308951840463645,537-07-4106
4309007999217651,864-57-7721
4310316851662277,146-01-7039
4310442067316977,877-77-1364
4310610183929242,333-97-9464
4311036844080028,227-16-8866
4311319291459915,794-15-6400
4311498120139102,468-43-9635
4311641485345133,317-71-8277
4313740219963795,712-07-4902
4314015771039881,331-46-9290
4314474621756543,130-91-5531
4314944400873131,327-24-0526
4315293233972887,656-58-5827
4315710422848545,382-93-8497
4316418040533411,451-96-3696
4316862246270437,314-67-1306
4318253548818677,449-52-2004
4319436428882363,763-98-9772
4319836568387463,131-09-1445
4320984678131400,843-32-9812
4321771579647447,453-65-7083
4322325239174737,458-05-5035
4322398585784169,485-74-3965
4322528275166174,119-63-8208
4323658315425410,130-05-1311
4324161873922554,817-45-7764
4324421756933890,125-46-0098
4325474476187346,354-89-3707
4325814129684480,515-93-7871
4328055373704445,708-47-2675
4328379264808622,555-25-1677
4328793391053763,428-91-0529
4329499868776071,482-58-7883
4329881049367393,329-86-1457
4330153686967241,484-50-0884
4330535653281459,105-09-2872
4330928595903233,470-93-8041
4331677531758164,402-72-9839
4331743204745472,644-17-5325
4332041697673718,491-66-7616
4332676351443252,809-51-4832
4333274704613638,651-77-1903
4333476280842404,603-73-3597
4334109988577449,499-60-3735
4334389480674809,193-71-7506
4335028710758417,431-79-0555
4335179262939069,022-85-4705
4335829147665657,790-72-9856
4336295600734670,855-74-3881
4336514214313568,385-78-2722
4337406536864155,718-59-6125
4338526025471581,281-19-0136
4339211233964813,407-79-3795
4340089902996424,088-08-4770
4340252304950387,063-18-1913
4340890284674277,234-35-3321
4342191205986272,003-44-1692
4342547155714578,009-45-2118
4343085031986036,248-17-9522
4347564237303986,150-55-9171
4348258110832968,638-62-8465
4349398553128059,437-23-1047
4349883400448859,630-39-3066
4353644085204410,470-17-5900
4353753075249739,796-08-0396
4354149196946999,761-34-7224
4354642218884453,271-49-2139
4355422496300129,258-59-7465
4356023390365876,139-32-8594
4356476157042965,853-38-1878
4356748945179691,856-67-6922
4356946318906399,660-56-6709
4360264835458934,473-98-6698
4360345049319580,094-88-8811
4360969907245619,603-73-3597
4361311290965124,037-12-7150
4361320687369865,326-64-9539
4361430867617569,879-28-2690
4361868504370144,265-40-7712
4363966958216991,895-78-9517
4365175470612483,766-67-8899
4365191117242816,293-02-2671
4365881129710319,190-44-4711
4366233210997984,130-80-5026
4367457967571051,212-49-9171
4368039047483033,525-41-5106
4368346253075134,768-18-9622
4368941839275933,043-57-5331
4369963425091036,812-99-4237
4371313421467630,879-82-4957
4371685259126911,354-02-8028
4373538864407028,354-22-6628
4373905311743083,025-10-9732
4375098688928335,379-87-3734
4375167536680925,128-35-5310
4375295706700411,262-53-0315
4375906530482618,541-45-6650
4375961711913592,197-06-2091
4376783130065823,194-31-6583
4378906267012692,733-65-2752
4380871206128023,634-83-7851
4382473367550943,459-80-6895
4382633357707924,598-66-5588
4383834172932320,729-95-6342
4384445228683236,887-80-4897
4384501712356844,568-88-2867
4384797773946925,058-67-7644
4385314930526902,865-08-2029
4386788352005363,504-38-4768
4386960884261554,164-53-2038
4389315980032473,399-90-2605
4389694573577718,457-91-7040
4391000897396387,300-01-6795
4391932735644232,491-09-4898
4392078511994000,547-18-4967
4392351501808427,518-16-4864
4392475965396122,630-74-4505
4392972139393704,463-85-4835
4393334415571637,373-20-1455
4394906521324032,003-45-8097
4395007490789161,009-03-8756
4395305043533783,079-57-3888
4396554476112859,376-03-1968
4396983452321285,496-62-1714
4397117480848402,273-23-5698
4397146202516732,617-13-7349
4397818619742214,078-32-6477
4398695865837644,390-51-5844
4398948414920662,885-46-5302
4399003671380496,156-14-9060
4399682851373536,131-49-5083
4400726321964981,771-73-9430
4400790160142471,153-33-0721
4401952361554313,334-92-4120
4404635650481622,420-93-7854
4404997021718771,558-74-1587
4405088214708909,088-56-2807
4406223153245790,711-23-8274
4406239173578614,199-34-6304
4406590606962944,425-10-2956
4407202536768347,307-16-5471
4408291444824572,502-79-3872
4408531989626290,420-78-1426
4408912613765086,034-77-6097
4408986859039570,485-38-4199
4413271907779045,384-72-2174
4413507281289170,763-86-3692
4415340892892788,289-18-2738
4417644387506946,185-74-6674
4417758042062622,042-30-2940
4419182635608717,440-41-4036
4419230959678921,620-54-3203
4419977063957662,885-08-0002
4420726751119250,022-50-1629
4422210370555044,451-63-8133
4423201807841452,214-13-2779
4423342420034313,448-89-6478
4424760228504972,674-33-6859
4425740586785255,850-77-6580
4425836173331204,102-21-8493
4426893383343148,354-70-8874
4427640983414590,248-24-8688
4428125340851527,406-84-2207
4428588313894966,507-41-8920
4428841274088940,171-04-8218
4429173344998018,615-22-2188
4429596337569497,004-51-2623
4430904523269939,657-22-7440
4430994947390460,831-84-8394
4431072405781980,442-81-0880
4431101543378654,295-92-2330
4431495227286716,527-04-8757
4434082460852821,539-83-1491
4434260830821888,167-65-8772
4434707424166492,596-81-0823
4435544918533575,706-18-8112
4437881329816092,147-86-7718
4438574031047432,034-44-2586
4439746118445924,567-68-6710
4440132351948444,106-62-4242
4440700350368788,468-27-0171
4441356311228626,884-36-7187
4441637794891901,790-32-9209
4441717347417477,591-69-6569
4441933182374554,563-51-7561
4442008565981967,863-13-8861
4442323116925938,358-17-3237
4442629978196420,543-65-5614
4443143557657264,155-31-5589
4443289569986231,761-48-2976
4443315290300325,837-26-5376
4443322897151424,474-20-4169
4446010900528798,317-30-5279
4446752661282574,320-47-4537
4446875237836019,046-21-6053
4447241706149625,743-52-2350
4447511477755168,190-07-7643
4448441187888100,347-85-5549
4449906151022281,229-74-8371
4451188439882894,257-16-4650
4451806979306780,846-37-2494
4452283565655724,082-10-8912
4454474872987417,571-40-2368
4457041930108935,544-07-3171
4458335281161579,438-45-8838
4458470491921544,317-16-6181
4459851844023303,467-27-4943
4460270695778575,508-41-2161
4462424114784114,504-44-8750
4464350226750677,109-70-1758
4464992992556968,225-51-4391
4465357841792546,437-10-6989
4466180586746033,580-72-6038
4466643706571557,563-90-9417
4466940491920092,148-03-5304
4467121153418522,343-50-0843
4467191858376820,601-51-8937
4467289120084071,018-33-6906
4468178308930925,213-35-8478
4468401301727464,009-01-0880
4468895771815164,461-24-3346
4469670812514301,083-77-2855
4470999474688260,220-32-1750
4471508192998213,193-59-7820
4472384681023320,182-04-0560
4473271909407121,742-15-2591
4473623993000602,237-34-3248
4473701362866561,212-44-9369
4474085481231520,228-55-9179
4474661567526437,854-05-5973
4474935450421389,340-02-5015
4475032511191273,441-68-6642
4475100955418054,830-15-3662
4476370762871733,589-32-1656
4476764662940483,333-71-7862
4478019778319462,879-69-1906
4479899706242558,148-75-5607
4480450198545772,723-19-1000
4480602326961178,820-36-8843
4482454816337198,573-50-0341
4483116075882300,674-38-7624
4483246853393178,822-96-2245
4483462509893996,298-41-6038
4484837673287480,155-42-9552
4485136419900814,753-70-4042
4485357233675057,757-13-7732
4485497733735272,103-43-6960
4487130848659776,128-35-5310
4488381058533529,688-12-5171
4488504402421360,509-95-9710
4489334801680930,131-32-0023
4489492504194292,759-83-5482
4489793797409135,203-56-5150
4490787977959387,428-27-5668
4491386483253002,669-10-3087
4492546995203931,047-07-4435
4493709196922175,735-06-3617
4494201194811161,492-12-4076
4494518278783127,207-63-4828
4494798458918996,572-42-3084
4495105700041776,056-94-4503
4495938212480235,126-62-9845
4495947612747697,117-70-5113
4496582625824305,080-91-0149
4497468299757444,851-20-2572
4497813332475597,197-92-7277
4499189493575170,124-44-4111
4499190640012125,856-45-6901
4499216871774727,353-09-3039
4501862290750321,225-29-7212
4502525662160580,299-21-7753
4503569600510372,636-55-4941
4503688355429461,214-13-2779
4503837676285983,418-42-2117
4505045348385169,033-36-6400
4505552432312983,834-33-7766
4505604823750451,840-79-0121
4506226815556438,525-60-0124
4506610161723488,437-34-1561
4506735491541761,838-31-6915
4508245506496645,230-07-2171
4508457481196674,845-57-8209
4510154608250932,328-02-2817
4511207509216474,418-85-6225
4512919791295219,492-98-6759
4514301954937499,209-52-9635
4514693839493098,754-64-4393
4515286192484645,535-44-9203
4517055444810388,886-34-9273
4517835902607297,116-63-6552
4517966638747469,293-24-2686
4518892311664202,309-74-2736
4520348351289471,341-35-3706
4520752149434648,026-35-6294
4521464191345156,171-61-0856
4522712232695248,647-85-2910
4522992177133542,299-98-0494
4523811835038845,177-98-6706
4524501695416095,201-24-1776
4524670155497091,077-64-9552
4524742451942888,203-29-0494
4525143795073911,392-73-3024
4526167639621956,309-78-6408
4527457318877691,855-90-3602
4528370142618620,775-44-0909
4528825086316192,695-78-9333
4531343684833357,109-05-2326
4534652186472556,889-80-8164
4534830934208478,506-07-2366
4535325031527077,012-94-3214
4536276652259202,207-28-4655
4536625049252330,038-72-4211
4536665141272927,611-88-2309
4537481840926337,845-06-9089
4537756356842121,128-96-4690
4538484255567363,762-07-5195
4539021023135138,721-92-6702
4539364639061292,655-47-8187
4539709765505878,237-79-8141
4539883298490484,451-33-6777
4540155641782389,489-71-4520
4540631269881588,577-17-3814
4540761899690354,878-55-0031
4541422671100398,723-58-6166
4542456671094507,614-14-2550
4543827304341342,613-34-2106
4544169120375215,834-91-6959
4544984958586265,863-50-4247
4547755868399925,880-39-1009
4547803786757020,388-10-5011
4548894707207830,610-18-3041
4549240653102493,175-67-2765
4550165904381412,088-08-7685
4550479324602293,434-31-7072
4550861816801949,782-74-6924
4550988181925290,487-33-1248
4551436445925531,851-34-6871
4551883638677504,600-33-6042
4552135395757139,377-01-2814
4552905622355794,485-38-4199
4554030274921716,245-54-1573
4555039597977171,724-30-5477
4555544427410343,113-57-9754
4559722197617901,223-65-5261
4560907316501741,209-39-3024
4561821301360238,610-36-3675
4562190934995292,465-49-9808
4563033163342050,703-50-4985
4565355672462378,038-59-5644
4566129443830661,802-29-4701
4566594846374858,069-78-1823
4567015229716621,807-53-7323
4567657695237739,741-53-7508
4567696222253355,683-53-2688
4568316707255259,250-14-5304
4568818385085064,749-05-1415
4569146532642317,874-76-1054
4570358619709862,840-36-7600
4570468168065614,559-87-7599
4570557579240483,282-61-4927
4570609589821222,076-67-4779
4570854883335319,768-89-9043
4572263749659755,509-60-0704
4573222144383485,503-07-1864
4574876262818264,154-51-3501
4574953063114134,649-40-7906
4575236693667757,072-61-8970
4575854710192276,488-81-4092
4576630341765030,477-43-5957
4577338263228974,632-40-0308
4578805290016365,692-32-3177
4578924701799566,236-37-9563
4581257248960374,813-77-5701
4581846913785627,382-10-3138
4582265634822032,862-25-3009
4585696182701268,500-59-9137
4585741851642383,015-29-5419
4586640725897521,637-61-3537
4587261056235451,505-18-6630
4590131467493012,086-41-5771
4590304043006299,530-19-9782
4591895895347631,723-58-6166
4592840153566596,530-94-0022
4594270277681238,860-96-7459
4594636258234371,026-31-0347
4594834755784556,655-78-4490
4595227642240222,158-38-9104
4596281348089598,716-49-6268
4597772276051013,220-85-7834
4599050157301809,077-65-2924
4600266105065844,754-87-9096
4600670705923155,633-71-4284
4601606453396466,295-92-3469
4601715060029160,872-92-0800
4604916725786429,746-63-4117
4605677101806368,849-32-5980
4607039963246365,363-78-9144
4607455033454344,092-32-3084
4607772348126205,341-71-0339
4608117801428988,357-87-1093
4608720787737825,134-69-6425
4609661544224161,255-23-1420
4611338620600327,139-91-0187
4611343864349953,123-70-4147
4612363851424956,576-88-1303
4613904604372395,521-39-3092
4615559998933778,595-25-9902
4616376757666211,520-80-0297
4618080737069359,656-80-9052
4618830690916396,563-72-2100
4619876738183670,371-77-8246
4620074688280954,261-68-1622
4621598568993236,068-56-0367
4622665263189011,093-48-3590
4622772015406154,391-65-2303
4625220245593026,139-68-9490
4628025983097834,313-78-8542
4628100634736740,162-07-8759
4628588606530481,100-53-3186
4629142677497490,339-43-5588
4630489359371312,540-36-4922
4631299083786027,677-65-0637
4631327729592150,347-35-6524
4633196992573793,529-74-9608
4634089700315970,480-66-0095
4634364486393982,272-86-6406
4634567276164716,607-61-2927
4635827874531842,046-51-9864
4635933708592248,361-11-8870
4636065093311410,225-51-4391
4637606781513855,323-15-1752
4639102185980146,269-12-3741
4639413330652245,320-48-3381
4639674793242382,140-80-6347
4640375896049610,640-59-1045
4640398678563640,685-25-8440
4640825813052402,128-70-2471
4640936597037731,860-22-7892
4641397002062088,111-13-0997
4641578286944410,207-22-0691
4641584910219112,016-35-7304
4642193984090638,829-83-4451
4644767604398907,685-09-2441
4645261208801101,757-14-0792
4645362166378270,866-20-7017
4645501162664932,765-54-4780
4646840857108394,165-25-3436
4647027642804128,766-52-3802
4647130895139547,169-61-6438
4647479914477374,394-62-8440
4647672116889004,432-45-3783
4648143319327480,060-17-0442
4648182715644460,462-72-3587
4649314929436495,309-55-4910
4650488899780151,459-19-3420
4650795795023100,026-65-1873
4651794982411086,417-04-8963
4652216906678292,135-49-5171
4652244314493526,357-12-9908
4652833497648151,126-26-4208
4653002141662708,526-89-9161
4654996398146126,555-05-4894
4655095978217115,148-29-0564
4655139791387703,158-92-2346
4656829114996904,806-03-1058
4657277302562667,833-23-2846
4658473582345654,392-94-0854
4659132768020122,420-20-7904
4659492169111254,714-46-5949
4659688695267011,059-27-5306
4659788362244291,288-08-6020
4660068807696091,601-82-7723
4660330446097440,760-28-2868
4660876795287867,543-29-2484
4661067444976220,217-84-8879
4661558941949751,184-21-9868
4662335600916309,778-04-3572
4663183179425388,277-75-5013
4663629679923231,881-83-0028
4664221361829519,230-75-3289
4664299680054720,388-09-1163
4665094752948688,298-72-2063
4665741321672997,872-40-1462
4666109552400455,217-75-1304
4666723706961731,572-85-3269
4667291797727105,339-11-1314
4668701510801358,126-20-7125
4668716275327670,570-40-9727
4668874253500188,650-77-4034
4669298799222314,767-67-3953
4669325580216245,274-57-5401
4669328526065254,778-79-8167
4669466175618294,691-24-0989
4670839113267399,313-90-1564
4670897307776450,152-84-2324
4670994314221404,569-95-8164
4671886788430728,153-31-1905
4672224328856336,482-83-2901
4672546724229738,788-05-0605
4673560290432740,050-23-1312
4674154109245599,479-07-1165
4674462799468888,842-25-7079
4674644448446288,564-65-6659
4674758497391201,620-14-1182
4676174034566974,151-11-9439
4677529513650517,291-64-6865
4677790053035796,540-49-1193
4677977110381889,888-65-8810
4678494391549951,724-85-7277
4679693275521916,559-90-7516
4679755269704772,306-49-1892
4681540025886212,839-29-3170
4682134406868954,340-97-6885
4682406283488555,840-96-4005
4682578461402127,217-02-9507
4684183056947624,019-33-2955
4685233541099314,387-67-3984
4685545723641955,593-93-2005
4687410534390326,736-60-7217
4688962035283607,196-08-2899
4689308826760545,262-94-2686
4689947832570990,418-97-3913
4690169965345044,303-61-4637
4690764475015754,331-46-2169
4692836857025417,384-81-5496
4693154208634534,503-91-1585
4693249929037700,079-86-5763
4693251099443007,673-59-2640
4693685455683302,578-18-2726
4694307532140896,424-18-8920
4694537608751453,671-85-0217
4695531014934323,459-47-8453
4697538525351598,736-03-0328
4697581284075289,383-88-9497
4698168199867361,041-31-2259
4698918144149400,314-60-0200
4700415075420476,170-28-2119
4700994812621646,451-66-4510
4701801934047924,342-43-9792
4702394000836817,771-75-1844
4702850803997999,677-98-2119
4704284259851088,801-28-9815
4704374156899106,586-28-7265
4705373094183309,240-83-9244
4706959568824862,128-35-5310
4707414886371450,041-17-8673
4707760807751208,574-69-9779
4708151778136034,039-29-1672
4708813778052665,414-54-2431
4708947223465427,435-15-1699
4709721338439315,449-20-5148
4710031461888941,630-16-9309
4710203010284498,758-47-5880
4710580183180722,697-06-7540
4710842579863968,404-08-5513
4710968684455497,016-22-5609
4712530035916110,785-74-5406
4712947547245624,097-06-9064
4713425793647461,710-53-0065
4714087271650372,192-56-7443
4714819317169680,499-04-4875
4714960349516264,887-70-1419
4715238853908618,610-14-9194
4716870627203535,710-85-3442
4718120543846233,339-11-1314
4719593813059522,887-98-5466
4719977189493318,341-19-9667
4720076834428410,390-54-1128
4720698984495855,023-40-1427
4720853029349894,591-58-0057
4721488900255172,663-72-3727
4724049229873892,400-92-7875
4724705860760900,868-08-7211
4724722321099737,021-82-0408
4725315419243082,079-22-7775
4725398708090356,728-95-2512
4725435752210207,199-26-5367
4725579865223860,794-61-3568
